GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
VPS4B,3182,1890,1477,278
SERPINB5,0,0,0,0
SERPINB12,0,0,0,0
SERPINB13,0,0,0,0
SERPINB4,0,0,0,0
SERPINB11,0,0,0,0
SERPINB3,0,0,0,0
SERPINB7,0,0,3,0
SERPINB2,1,932,731,9
SERPINB10,0,0,0,0
HMSD,0,0,0,0
AC009802.1,0,0,0,0
SERPINB8,1651,873,374,48
LINC00305,0,0,0,0
LINC01924,0,0,0,0
AC100848.1,0,0,0,0
LINC01538,0,0,0,0
AC007948.1,0,0,0,0
AC007631.1,0,0,0,0
LINC01916,0,0,0,0
AC090358.1,0,0,0,0
CDH7,0,0,0,0
AC023394.1,0,0,0,0
CDH19,0,0,0,0
AC110597.1,0,10,584,0
DSEL,12759,7858,6976,4194
AC110597.3,0,0,0,0
AC114689.3,0,0,0,0
AC022655.1,0,0,0,0
LINC01903,0,0,0,0
AC100844.1,0,0,0,0
AC068112.1,0,0,0,0
LINC01912,0,0,0,0
AC005909.1,0,0,0,0
TMX3,6035,4828,9113,2832
CCDC102B,84,326,443,0
AC022035.1,0,0,0,0
AC096708.2,0,0,0,0
AC090337.1,0,0,0,0
AC026585.1,0,0,0,0
DOK6,0,5,11,250
AC119868.2,0,0,0,0
AC068254.1,0,0,0,0
CD226,8,22,0,0
RTTN,213,197,365,7
SOCS6,2,1301,1460,238
LINC01909,7,7,0,0
LIVAR,0,0,0,0
LINC01910,0,15,0,0
GTSCR1,0,0,0,0
AC090415.2,0,0,0,0
AC091691.2,0,0,0,0
LINC01541,0,0,0,0
LINC01899,0,0,0,0
AC027458.1,0,0,0,0
AC069114.1,0,0,0,0
CBLN2,0,0,0,0
NETO1,0,0,0,0
AC091138.1,0,0,0,0
AC079070.1,0,0,0,0
AC090125.1,0,0,0,0
FBXO15,0,0,0,0
TIMM21,175,333,403,173
AC090398.1,0,1,0,0
CYB5A,2164,4373,3524,302
C18orf63,0,0,0,0
LINC01922,0,0,1,0
FAM69C,0,0,0,0
CNDP2,1019,2144,2343,1069
CNDP1,0,0,0,0
AC009704.1,0,0,0,0
LINC00909,1,31,45,0
ZNF407,287,442,286,175
AC015819.2,0,0,0,0
AC015819.1,0,0,0,0
ZADH2,1131,172,787,598
TSHZ1,531,170,485,0
AC116003.3,0,0,0,0
AC116003.1,44,0,0,0
SMIM21,0,0,9,0
AC116003.2,0,0,0,0
LINC01898,0,0,0,0
AC021506.1,0,0,0,0
AC090457.1,0,0,0,0
AC103808.6,0,0,0,0
LINC01893,0,0,0,0
AC103808.2,0,0,0,0
AC103808.4,0,0,0,0
AC103808.3,0,0,0,0
AC103808.1,0,0,0,0
AC103808.5,0,0,0,0
ZNF516,407,455,1311,2008
AC009716.1,0,0,0,0
AC018413.1,0,4,0,0
C18orf65,3,1,0,0
LINC00908,0,0,0,0
LINC00683,0,3,0,1
LINC01927,0,0,0,0
LINC01879,0,0,0,0
ZNF236-DT,0,0,1,0
AC027575.2,0,0,0,0
ZNF236,2802,71,249,44
AC093330.1,0,0,0,0
MBP,341,1004,513,47
AC018529.1,0,16,87,0
AC018529.2,0,0,0,2
AC100863.1,0,0,0,0
GALR1,0,0,2,0
AC124254.1,0,0,0,0
AC123786.1,0,0,0,0
LINC01029,0,0,0,0
AC134978.1,0,0,0,0
AC107892.1,0,0,0,0
AC087399.1,0,0,0,0
AC012572.1,0,0,0,0
AC044873.1,0,0,0,0
AC091027.2,0,0,0,0
AC091027.1,0,0,0,0
LINC01896,0,0,0,0
SALL3,0,0,0,0
ATP9B,23,1068,873,147
AC104423.1,0,0,0,0
AC023090.1,0,0,0,0
NFATC1,646,799,197,2638
AC018445.1,0,0,0,0
AC068473.4,0,0,0,0
AC068473.1,0,0,0,0
AC068473.5,0,3,34,0
CTDP1,648,901,1443,480
AC068473.2,0,0,0,0
AC021594.1,0,0,0,0
AC021594.2,0,0,0,0
KCNG2,0,0,0,0
AC114341.1,0,13,0,341
PQLC1,341,2087,3119,713
HSBP1L1,0,299,178,0
TXNL4A,11784,9413,8976,6423
AC090360.1,846,0,0,1
RBFA,1098,548,1954,1320
RBFADN,6,1,1,1
ADNP2,7,1433,1197,2225
PARD6G-AS1,0,5,0,0
PARD6G,421,395,696,0
AC139100.1,0,0,0,0
AC008993.4,0,0,0,0
FAM138F,0,0,0,0
OR4F17,0,0,0,0
AC092192.1,0,0,0,0
AC016588.2,3,0,0,0
PLPP2,5,297,9,1
MIER2,527,111,485,498
AC016588.1,0,0,0,0
THEG,0,0,0,0
AC010641.1,0,0,0,0
C2CD4C,0,0,0,0
SHC2,0,0,0,2
ODF3L2,0,0,0,0
MADCAM1,0,0,0,0
AC005775.1,0,0,0,0
TPGS1,903,155,209,4
CDC34,147,776,1008,909
GZMM,0,0,0,0
AC009005.1,0,0,0,0
BSG,2779,3630,3561,852
HCN2,0,1,1,1
POLRMT,357,456,1748,434
AC004449.1,0,0,0,0
FGF22,4,10,0,0
RNF126,24,32,31,18
AC004156.1,0,21,0,0
FSTL3,583,1324,85,285
PRSS57,0,0,0,0
PALM,3,77,8,3
MISP,0,0,0,2
AC006273.1,589,0,1,4
LINC01836,0,0,0,0
PTBP1,2260,1788,1754,4116
PLPPR3,0,0,0,0
AZU1,1,1,0,0
PRTN3,0,0,0,0
ELANE,0,0,0,0
CFD,617,182,0,0
MED16,8,125,375,0
R3HDM4,159,109,52,468
KISS1R,0,0,0,0
ARID3A,634,299,971,552
AC005379.1,0,0,0,0
WDR18,216,225,81,457
AC004528.1,0,0,0,0
GRIN3B,0,0,0,0
TMEM259,3206,2813,4491,1194
AC004528.2,0,0,0,0
CNN2,3937,1714,1924,1931
ABCA7,0,231,59,36
ARHGAP45,1,0,1,0
POLR2E,869,871,1290,699
GPX4,6204,8621,8337,6381
SBNO2,25,77,309,576
STK11,1584,784,2474,1662
CBARP,1,0,0,0
AC004221.1,0,0,0,0
ATP5F1D,11,535,149,0
MIDN,1907,885,1569,316
CIRBP,2276,5001,5871,1745
CIRBP-AS1,0,0,0,0
C19orf24,909,2742,4499,1203
EFNA2,0,0,0,0
AC005330.1,0,0,0,0
MUM1,7109,3772,2718,1031
AC005329.2,0,0,0,0
NDUFS7,7,256,1048,0
AC005329.3,0,0,0,0
AC005329.1,0,0,0,0
GAMT,49,392,127,337
DAZAP1,4493,2376,4434,2458
RPS15,404,1680,134,5
AC027307.3,0,139,0,0
APC2,4,1,0,2
AC027307.2,0,20,1,280
C19orf25,167,808,646,2234
PCSK4,0,36,0,0
REEP6,0,18,0,59
ADAMTSL5,114,12,0,0
AC027307.1,0,0,0,0
PLK5,0,4,0,0
MEX3D,234,881,1266,937
MBD3,801,599,1469,252
AC005943.1,0,0,0,0
UQCR11,1418,2870,2202,1077
TCF3,3301,1335,2371,379
AC005256.1,0,0,0,0
ONECUT3,0,0,0,0
ATP8B3,0,55,314,0
REXO1,0,2,7,0
AC012615.2,0,0,0,0
AC012615.3,0,0,0,0
KLF16,420,265,699,405
AC012615.4,0,0,0,0
AC012615.1,0,0,306,0
AC012615.5,0,0,0,0
ABHD17A,26,39,14,15
SCAMP4,12,12,3,93
ADAT3,0,0,0,0
CSNK1G2,1380,1018,901,122
CSNK1G2-AS1,0,0,0,0
BTBD2,277,413,403,195
MKNK2,2289,1851,2114,1590
MOB3A,30,250,71,61
IZUMO4,4,0,7,0
AP3D1,10409,5953,8181,4115
DOT1L,156,75,58,16
AC004490.1,0,0,0,0
PLEKHJ1,5892,5525,9208,3925
SF3A2,10,4,16,0
AMH,0,0,0,0
JSRP1,865,313,636,560
OAZ1,27075,23885,22840,12091
AC005258.1,0,0,0,0
PEAK3,0,15,0,0
LINGO3,0,0,0,352
LSM7,432,1012,920,437
SPPL2B,28,101,251,0
TMPRSS9,0,0,0,0
TIMM13,17527,13484,20119,7914
LMNB2,2657,1081,1897,191
LINC01775,0,0,0,0
GADD45B,1456,1980,1834,2621
GNG7,0,0,0,0
AC092068.1,0,0,0,0
DIRAS1,3,19,10,1
AC006538.2,0,0,0,0
SLC39A3,2640,1465,1302,2787
SGTA,243,364,527,38
THOP1,1630,1255,554,432
ZNF554,308,12,6,4
ZNF555,5,55,580,454
AC006130.1,0,0,0,0
ZNF556,154,7,0,3
ZNF57,0,0,0,0
AC119403.1,0,0,0,0
ZNF77,0,205,0,0
TLE6,0,0,0,0
TLE2,0,0,0,2
AC005944.1,0,0,0,0
AES,371,240,489,223
GNA11,3087,1287,833,163
AC005262.2,0,0,0,0
KF456478.1,0,0,0,0
GNA15,0,0,0,0
AC005264.1,0,0,0,0
S1PR4,0,0,0,0
NCLN,2634,654,1548,4
CELF5,0,12,0,0
AC010649.1,0,0,0,0
NFIC,1469,1156,1111,949
SMIM24,0,0,0,0
AC005551.1,0,0,0,0
DOHH,164,144,291,196
FZR1,2212,681,751,646
MFSD12,1100,143,476,135
C19orf71,0,1,0,5
AC005786.3,0,0,0,0
AC005786.2,0,0,0,0
HMG20B,22,196,196,163
GIPC3,0,0,0,0
TBXA2R,5,61,1,0
CACTIN-AS1,0,0,0,0
CACTIN,525,191,162,9
PIP5K1C,12,128,216,170
AC004637.1,0,0,0,0
TJP3,1,0,0,0
APBA3,1,184,19,5
AC005954.2,0,0,0,0
MRPL54,1823,3314,5167,7147
RAX2,0,0,0,0
MATK,0,0,0,0
ZFR2,0,0,0,0
ATCAY,0,2,4,0
NMRK2,0,0,0,0
DAPK3,2093,2505,2804,1447
EEF2,42977,38645,43668,27486
PIAS4,599,144,378,1
ZBTB7A,418,414,627,233
MAP2K2,1511,1038,1284,498
CREB3L3,0,0,0,0
SIRT6,1,52,10,1
ANKRD24,0,0,0,0
EBI3,0,0,0,0
YJU2,0,106,6,0
SHD,0,0,1,0
TMIGD2,0,0,0,0
FSD1,1,27,514,0
STAP2,19,21,1,0
AC104521.1,0,0,0,0
MPND,0,108,0,0
AC007292.3,0,0,0,0
AC007292.2,0,0,367,0
SH3GL1,929,821,1334,300
AC007292.1,0,0,0,0
CHAF1A,54,195,191,0
AC011498.3,0,0,0,0
UBXN6,4871,4110,4870,1374
AC011498.2,0,0,0,0
AC011498.6,0,0,0,0
AC011498.1,0,10,0,0
HDGFL2,1019,1353,1269,802
PLIN4,216,0,0,0
PLIN5,0,0,0,0
AC011498.4,0,0,0,0
LRG1,1,1,0,0
SEMA6B,3,0,0,0
TNFAIP8L1,510,272,102,1
MYDGF,1222,1346,1763,742
AC005339.1,0,0,0,0
DPP9,230,161,752,20
DPP9-AS1,0,0,0,0
MIR7-3HG,0,0,0,0
AC005523.1,0,17,0,0
FEM1A,479,375,110,343
AC005523.2,0,0,0,0
TICAM1,619,128,38,6
AC027319.1,1,1,1,0
PLIN3,11910,13246,18963,5503
ARRDC5,0,0,0,0
UHRF1,291,733,1916,998
KDM4B,905,1325,1062,447
PTPRS,239,221,143,41
AC022517.1,0,0,0,0
AC005790.1,0,0,0,0
ZNRF4,0,0,0,0
TINCR,0,0,0,0
SAFB2,3060,720,880,255
SAFB,2937,2180,2234,2175
RPL36,2222,3910,2162,1066
C19orf70,483,1230,1535,3750
HSD11B1L,3,325,3,7
LONP1,2051,665,1105,114
CATSPERD,0,0,0,0
PRR22,0,0,0,0
AC011499.1,0,0,0,0
DUS3L,12,160,50,19
NRTN,0,0,0,0
FUT6,2,1,1,0
FUT3,0,0,0,0
AC024592.2,0,0,0,0
FUT5,0,0,0,0
AC024592.3,0,0,0,0
NDUFA11,892,972,1676,343
AC024592.1,0,11,0,0
AC104532.1,0,0,0,0
VMAC,0,96,39,0
AC104532.2,0,0,0,0
CAPS,3,56,2,0
RANBP3,1121,146,294,23
AC011444.1,0,0,0,0
RFX2,0,212,95,0
AC011444.2,0,0,0,0
AC011444.3,0,0,0,0
ACSBG2,0,0,0,0
MLLT1,165,313,220,55
AC011471.2,0,3,0,0
ACER1,1,0,0,0
AC011491.3,0,0,0,0
CLPP,1986,960,759,109
ALKBH7,3050,6589,2435,3711
PSPN,447,1,0,0
GTF2F1,2320,2066,3586,1455
KHSRP,1224,749,796,693
SLC25A41,0,0,0,0
SLC25A23,3,87,0,1
CRB3,0,0,0,0
DENND1C,0,0,0,0
AC010503.4,0,0,0,0
TUBB4A,1,0,1,2
AC010503.1,0,0,0,0
AC010503.2,0,0,0,0
TNFSF9,1,157,187,36
CD70,0,4,0,0
TNFSF14,0,5,0,0
C3,29,96,383,30
GPR108,4517,674,1263,3
TRIP10,817,413,574,402
AC008760.1,0,0,0,0
SH2D3A,0,1,102,0
VAV1,0,0,0,1
ADGRE1,0,0,0,0
AC025278.1,0,0,0,0
MBD3L2B,0,0,0,0
MBD3L5,0,0,0,0
MBD3L4,0,0,0,0
MBD3L2,0,0,0,0
MBD3L3,0,0,0,0
ZNF557,550,308,514,1571
INSR,1007,1003,1210,659
AC119396.1,0,0,0,0
AC008878.3,0,0,0,0
AC119396.2,0,2,0,0
ARHGEF18,0,34,0,0
PEX11G,0,12,2691,0
TEX45,0,0,0,0
AC008878.1,0,9,0,0
ZNF358,1,10,28,2
AC008878.4,0,0,0,0
MCOLN1,2,8,53,49
AC008878.2,0,0,0,0
PNPLA6,1549,950,2419,525
CAMSAP3,0,0,0,0
XAB2,3,34,15,53
PET100,116,284,149,82
AC008763.2,0,0,0,0
PCP2,0,0,0,0
AC008763.1,0,0,0,0
STXBP2,620,53,2,0
RETN,0,0,0,0
MCEMP1,0,0,0,0
AC008763.3,0,0,0,0
TRAPPC5,0,4,8,111
FCER2,0,0,0,0
CLEC4G,0,0,0,0
CD209,0,0,0,0
CLEC4M,0,2,0,0
EVI5L,28,73,36,9
PRR36,0,0,0,0
AC010336.3,0,0,0,0
LRRC8E,0,0,0,0
AC010336.1,0,28,0,0
MAP2K7,400,280,214,9
AC010336.4,0,0,0,0
TGFBR3L,0,25,0,0
AC010336.2,0,0,0,0
SNAPC2,850,225,365,94
CTXN1,0,0,0,0
TIMM44,87,1251,1413,2469
ELAVL1,29862,26821,35876,10159
AC010336.6,0,0,0,0
AC008946.1,0,19,0,0
CCL25,0,0,0,0
FBN3,1,0,1,0
CERS4,285,290,417,19
AC022146.2,0,0,0,0
CD320,897,644,891,395
AC010323.1,0,0,0,0
NDUFA7,0,0,27,8
RPS28,34,105,120,394
KANK3,0,0,126,0
ANGPTL4,5829,6214,6506,3786
RAB11B-AS1,0,0,0,5
RAB11B,10,74,27,1
MARCH2,260,1171,5,908
AC136469.1,0,0,0,0
HNRNPM,1912,2116,3097,1649
PRAM1,0,0,0,0
ZNF414,0,2,16,4
MYO1F,53,86,0,435
AC092316.1,0,0,0,0
ADAMTS10,0,25,8,9
AC130469.1,0,0,0,0
LINC01862,0,0,0,0
ACTL9,0,0,0,0
OR2Z1,0,0,0,0
ZNF558,16,39,114,883
AC008734.1,0,0,0,0
MBD3L1,0,0,0,0
MUC16,0,0,0,0
OR1M1,0,0,0,0
OR7G2,1,0,0,0
OR7G1,0,0,0,0
OR7G3,0,0,0,0
ZNF317,16,47,886,0
OR7D2,0,27,0,0
OR7D4,1,0,0,27
OR7E24,0,0,0,0
AC011451.1,0,16,0,18
ZNF699,4,2,615,0
ZNF559,461,456,118,352
ZNF559-ZNF177,0,0,0,0
ZNF177,0,0,0,0
ZNF266,1186,31,12,49
ZNF560,0,0,0,0
AC008567.2,0,0,0,0
ZNF426,1261,4338,2833,5361
ZNF426-DT,0,28,0,0
ZNF121,4235,3131,3886,5106
ZNF561,1591,888,1552,1002
ZNF562,4213,2976,2925,2637
AC008759.3,0,0,0,0
AC008759.2,0,0,0,0
ZNF846,0,401,986,6
AC008752.1,0,0,0,0
FBXL12,119,251,964,692
UBL5,12130,21885,20259,9441
AC008752.2,0,0,0,0
PIN1,616,435,684,802
OLFM2,36,27,7,1
COL5A3,336,202,393,70
AC008742.1,0,0,0,0
RDH8,0,0,0,0
C19orf66,31,95,77,1
AC020931.1,0,0,0,0
ANGPTL6,0,0,0,0
PPAN-P2RY11,0,0,0,0
PPAN,368,299,131,179
P2RY11,154,32,27,0
EIF3G,1504,1405,3819,1176
DNMT1,1020,948,2662,1210
S1PR2,857,3684,2257,867
MRPL4,1207,450,103,213
AC011511.2,0,0,0,0
AC011511.3,0,0,0,0
ICAM1,174,782,1078,212
AC011511.5,152,0,0,0
ICAM4,0,0,0,0
ICAM5,0,6,0,0
ZGLP1,0,0,0,0
AC011511.1,0,0,0,0
FDX2,296,295,181,0
AC011511.4,0,0,0,0
RAVER1,73,6,10,2
AC114271.1,0,40,0,0
ICAM3,0,0,0,0
TYK2,120,535,607,879
CDC37,2243,2860,4497,4489
PDE4A,1304,280,402,13
KEAP1,2248,1758,1585,1209
S1PR5,0,0,3,0
ATG4D,0,7,5,0
KRI1,128,355,1346,14
CDKN2D,263,75,203,0
AP1M2,178,0,0,0
SLC44A2,4961,4549,6483,7621
ILF3-DT,209,375,794,410
ILF3,9813,5847,7155,6859
QTRT1,1,318,13,5
DNM2,1085,737,694,383
TMED1,0,63,0,0
C19orf38,0,2,0,0
CARM1,1047,43,6,9
YIPF2,34,268,159,5
TIMM29,960,504,253,326
SMARCA4,1240,1368,512,266
AC011442.1,0,0,0,0
LDLR,1949,2333,3611,8187
SPC24,3635,2429,3007,551
KANK2,11387,7657,8884,5107
DOCK6,287,219,42,421
AC011472.1,0,0,0,0
AC011472.4,0,0,38,0
ANGPTL8,0,0,0,0
TSPAN16,0,0,0,0
RAB3D,0,220,17,461
TMEM205,743,798,370,787
CCDC159,5,1,1,0
PLPPR2,21,213,114,205
AC024575.1,0,0,0,0
SWSAP1,1,519,5,0
EPOR,0,4,31,0
RGL3,0,0,13,1
CCDC151,0,0,0,0
PRKCSH,412,343,569,709
ELAVL3,0,0,0,0
AC008481.3,0,0,0,0
ZNF653,0,0,2,0
ECSIT,1199,578,438,3
CNN1,0,1,0,0
ELOF1,216,190,325,0
ZNF627,398,489,497,1
ACP5,0,0,0,0
AC008543.1,0,0,0,0
ZNF823,0,5,0,0
ZNF441,0,68,2,41
AC008543.5,0,0,0,0
ZNF491,0,21,0,0
ZNF440,27,117,43,636
AC008543.4,0,0,0,0
ZNF439,0,0,80,0
ZNF69,172,302,0,0
ZNF700,5,236,152,306
AC008770.2,0,0,0,0
ZNF763,8,0,3,1
ZNF433,0,46,24,0
AC008770.1,0,0,0,0
ZNF878,0,0,0,0
ZNF844,6,141,732,1
ZNF788P,208,197,4,466
ZNF20,0,0,0,0
ZNF625-ZNF20,0,0,1,0
ZNF625,298,34,0,2
ZNF136,960,496,466,41
ZNF44,1,66,207,0
ZNF563,2045,11,0,0
ZNF442,1,0,0,0
AC008758.4,0,1,0,0
ZNF799,1,0,0,1351
AC008758.5,0,0,0,0
ZNF443,0,0,0,331
AC008758.6,0,0,0,0
AC008758.2,0,0,0,0
ZNF709,0,1,0,0
AC008758.1,0,0,0,0
ZNF564,0,0,1,0
AC010422.6,0,0,0,0
AC010422.1,0,0,0,0
ZNF490,1,122,4,0
ZNF791,2336,835,966,579
AC010422.3,1,3,2,0
MAN2B1,1,60,27,6
AC010422.5,0,0,0,0
WDR83,0,15,0,0
WDR83OS,5202,5698,4291,11931
DHPS,40,925,1372,561
AC010422.2,0,0,0,0
GNG14,0,0,0,0
FBXW9,4,82,218,1
AC018761.4,0,0,0,0
TNPO2,512,1968,1866,305
AC018761.1,0,0,0,0
TRIR,1404,4655,3670,1679
ASNA1,1021,633,1406,535
BEST2,0,0,0,0
HOOK2,3,241,52,4
AC018761.3,0,0,0,0
JUNB,4940,3512,3895,4056
PRDX2,35,1894,1780,56
AC018761.2,0,0,0,0
THSD8,0,0,0,0
RNASEH2A,0,4,0,0
RTBDN,0,0,0,0
AC020934.1,0,0,0,0
MAST1,0,1,0,0
DNASE2,2911,3329,2508,4023
AC020934.2,0,0,0,0
KLF1,0,0,0,0
GCDH,65,131,43,2
SYCE2,0,2,0,0
FARSA,791,278,890,11
FARSA-AS1,0,0,0,0
CALR,12484,10570,16830,8176
AC092069.1,0,0,0,0
RAD23A,81,111,99,1
GADD45GIP1,612,1060,376,573
DAND5,0,0,0,0
NFIX,3806,2553,2628,856
AC138474.1,0,0,0,0
AC007787.1,0,0,0,0
LYL1,0,0,0,0
TRMT1,338,646,1912,69
NACC1,26,39,306,73
AC005546.1,0,0,0,0
AC011446.1,1,0,0,0
STX10,2256,1515,1564,1850
IER2,3795,4258,3499,2244
AC011446.2,0,0,0,0
CACNA1A,222,14,86,1
CCDC130,6,196,15,1
MRI1,124,6,12,0
AC008686.1,0,0,0,0
C19orf53,104,156,614,13
ZSWIM4,0,19,1,0
AC020916.2,0,0,0,0
AC020916.1,5784,3571,2432,1127
NANOS3,0,0,0,0
C19orf57,0,0,0,0
CC2D1A,3,274,967,48
PODNL1,2,92,0,0
DCAF15,0,2,23,0
RFX1,107,190,34,41
AC022098.4,0,0,0,0
RLN3,0,0,0,0
AC022098.2,0,0,0,0
IL27RA,0,1,0,0
PALM3,0,0,7,0
MISP3,0,0,0,0
C19orf67,0,0,0,0
SAMD1,124,222,93,12
PRKACA,63,130,140,119
AC022098.3,0,0,0,0
ASF1B,0,4,2,0
AC022098.1,216,26,15,0
ADGRL1,0,37,5,0
AC011509.2,0,0,0,0
AC011509.1,0,0,0,0
LINC01841,0,0,0,0
LINC01842,0,0,0,0
ADGRE5,4148,1374,2079,5486
AC008569.1,0,0,0,0
DDX39A,6698,4455,4989,4257
PKN1,2348,2094,1885,1967
PTGER1,168,1,0,0
GIPC1,224,903,949,188
DNAJB1,1348,1513,4249,1620
TECR,6,19,44,0
NDUFB7,137,414,966,1041
CLEC17A,0,0,0,0
ADGRE3,0,0,0,0
ZNF333,128,120,230,525
ADGRE2,6,1,326,1
OR7C1,3,0,0,122
OR7A5,0,0,0,0
OR7A10,0,0,0,0
OR7A17,2,0,0,0
OR7C2,0,0,0,0
SLC1A6,0,0,0,0
CCDC105,0,0,0,0
CASP14,0,0,0,0
OR1I1,1,1,0,0
SYDE1,4403,1860,3306,1856
ILVBL,6041,5848,4872,4087
AC003956.1,0,0,0,0
NOTCH3,523,350,1644,19
AC004257.1,0,0,0,0
EPHX3,0,0,0,0
BRD4,131,721,737,169
AC005776.2,2,2,1,0
AKAP8,20,112,16,104
AKAP8L,580,94,147,23
WIZ,231,310,150,47
RASAL3,0,0,0,0
PGLYRP2,0,0,0,0
CYP4F22,0,0,0,0
AC093072.1,0,0,0,0
CYP4F8,1,0,0,0
CYP4F3,0,1,6,0
CYP4F12,0,0,0,0
OR10H2,0,0,0,0
OR10H3,0,0,0,0
AC004597.1,0,0,0,0
OR10H5,0,2,0,6
OR10H1,1,2,0,1
LINC01764,0,0,0,0
UCA1,0,0,0,0
CYP4F2,0,0,0,0
CYP4F11,0,0,0,0
OR10H4,0,0,0,0
LINC01855,0,0,0,0
TPM4,34127,37376,37671,19369
AC008894.1,0,0,0,0
RAB8A,112,388,524,259
AC008894.2,0,0,0,0
HSH2D,0,0,0,0
CIB3,0,0,0,0
FAM32A,777,1261,885,112
AC020911.1,18,0,0,2
AP1M1,1210,1286,2045,722
AC020911.2,0,0,0,0
KLF2,195,107,570,196
AC020917.3,0,0,0,3
EPS15L1,165,74,334,0
AC020917.2,0,0,0,0
CALR3,0,0,0,0
AC008764.1,0,0,0,0
C19orf44,0,0,1,0
CHERP,469,157,290,5
AC008764.6,0,69,1,0
SLC35E1,2657,1416,792,2533
AC008764.3,0,0,0,0
AC008764.5,0,0,0,0
AC008764.8,0,0,0,0
MED26,0,0,16,38
AC008764.4,0,0,0,0
AC008764.2,42,1,106,0
AC024075.3,0,0,0,0
SMIM7,1565,3023,2899,1962
TMEM38A,5,98,242,37
NWD1,0,0,0,0
SIN3B,1013,625,1363,15
F2RL3,1,1,0,3
CPAMD8,0,6,0,33
AC020908.2,0,0,0,0
HAUS8,1814,208,6,0
AC020908.1,0,0,0,0
MYO9B,408,403,574,625
AC020908.3,0,1,0,0
AC020913.1,0,0,0,0
AC020913.3,0,0,0,0
AC020913.2,0,3,0,0
USE1,1025,58,1,76
OCEL1,0,80,0,0
NR2F6,668,2006,4756,2265
AC010646.1,0,0,0,0
USHBP1,1,0,0,0
BABAM1,273,1054,363,925
AC010463.1,0,0,0,0
ANKLE1,3,0,0,0
ABHD8,0,3,0,4
MRPL34,721,2245,1590,747
DDA1,40,249,396,11
ANO8,0,0,2,1
GTPBP3,1497,429,316,0
PLVAP,0,0,0,0
AC010463.2,0,0,0,0
CCDC194,0,0,0,0
BST2,0,23,0,11
BISPR,0,0,0,0
MVB12A,155,1060,834,1713
AC010319.4,0,0,0,0
AC010319.3,0,0,0,0
TMEM221,0,0,0,0
AC010319.2,0,0,0,0
AC010319.5,0,0,0,0
NXNL1,0,0,0,0
SLC27A1,0,345,5,1654
AC010618.3,96,151,0,0
PGLS,3652,3741,2676,2238
AC010618.2,0,5,1,0
FAM129C,2,0,0,0
COLGALT1,22877,12839,20251,6263
UNC13A,3,11,12,496
AC008761.2,0,0,0,0
MAP1S,181,106,57,25
AC008761.1,0,0,0,0
FCHO1,0,1,0,0
B3GNT3,0,0,0,0
INSL3,0,0,0,0
JAK3,0,171,114,1
RPL18A,1343,1826,1248,781
SLC5A5,10,0,0,0
CCDC124,22,141,123,111
KCNN1,0,0,0,0
ARRDC2,1993,939,988,1386
IL12RB1,0,0,0,0
MAST3,0,9,24,525
AC007192.2,0,0,0,0
PIK3R2,53,89,90,0
AC007192.1,0,0,0,0
IFI30,0,3,0,0
MPV17L2,3,70,49,0
RAB3A,0,0,0,0
AC005759.1,0,0,0,0
AC008397.2,0,0,3,0
PDE4C,0,56,0,0
AC008397.1,0,0,0,0
IQCN,6,17,0,1
JUND,463,174,103,37
LSM4,9337,6435,6839,4514
PGPEP1,1618,4770,2519,970
GDF15,82,203,634,304
LRRC25,0,0,0,0
SSBP4,2946,1055,1787,1936
ISYNA1,0,1,129,2
AC010335.1,0,0,0,0
ELL,1196,1109,1324,79
AC005387.1,0,0,0,0
FKBP8,49,638,268,346
AC005387.2,0,0,0,0
KXD1,1471,964,1874,1407
AC005253.1,0,0,7,0
AC005253.2,0,0,0,0
UBA52,5624,9160,8278,7232
CRLF1,24109,10086,9871,14001
REX1BD,5254,3321,4354,2439
TMEM59L,0,15,9,51
KLHL26,0,1,7,294
CRTC1,291,58,71,0
COMP,5,308,149,40
UPF1,1379,2004,4661,86
GDF1,0,0,0,0
CERS1,0,0,0,0
AC005197.1,0,0,0,0
COPE,1226,125,392,9
AC002985.1,0,0,0,0
DDX49,477,1741,2484,626
HOMER3,1305,1057,720,194
HOMER3-AS1,0,8,82,76
SUGP2,2910,3198,4308,2518
ARMC6,5948,1392,363,3
SLC25A42,1,81,64,219
TMEM161A,36,29,17,26
BORCS8-MEF2B,0,0,0,0
MEF2B,0,0,0,0
BORCS8,6,285,1073,19
RFXANK,8,16,392,0
NR2C2AP,1890,623,672,0
NCAN,0,0,0,0
HAPLN4,0,0,0,0
TM6SF2,0,24,0,0
SUGP1,443,792,2105,1150
MAU2,245,396,649,36
GATAD2A,2804,2430,1631,898
AC092067.1,0,0,0,0
TSSK6,0,0,0,0
NDUFA13,6776,8451,6586,5549
AC011448.1,0,0,0,0
YJEFN3,176,1,0,0
CILP2,0,0,0,0
PBX4,0,0,0,0
AC002306.1,0,0,73,0
LPAR2,0,0,0,23
GMIP,685,28,1,1
ATP13A1,255,222,211,200
ZNF101,1894,1711,481,3395
ZNF14,0,59,0,0
LINC00663,0,0,0,2
AC011477.4,0,0,0,0
ZNF506,1,17,1,1
ZNF253,1059,0,0,1
AC011477.3,0,5,0,0
ZNF93,0,11,212,0
ZNF682,318,98,0,0
ZNF90,10,1,6,501
AC011447.3,9,0,0,0
ZNF486,3,407,543,157
AC008554.1,0,0,0,0
